Month,Year,Plot,Replicate,Species,percent_cover,abundance
APRIL,2017,RT,U3,VUMY,1,4
APRIL,2017,RT,U3,POMO,1,4
APRIL,2017,RT,U3,THATCH,5,10
APRIL,2017,RT,U3,COFI,1,1
APRIL,2017,RT,T2,JUPA,4,6
APRIL,2017,RT,T2,RUSA,5,11
APRIL,2017,RT,T2,JUBU,3,6
APRIL,2017,RT,T2,POAN,3,8
APRIL,2017,RT,T2,ALSA,65,80
APRIL,2017,RT,T2,ELMA,1,5
APRIL,2017,RT,T2,BARE,20,25
APRIL,2017,RT,T2,CYER,2,3
APRIL,2017,RT,U2,STPU,25,40
APRIL,2017,RT,U2,SIBE,1,3
APRIL,2017,RT,U2,FEPE,9,35
APRIL,2017,RT,U2,POMO,2,3
APRIL,2017,RT,U2,EPCA,22,30
APRIL,2017,RT,U2,ERCA,1,3
APRIL,2017,RT,U2,SYSU,1,1
APRIL,2017,RT,U2,SOOL,1,1
APRIL,2017,RT,U2,BARE,40,60
APRIL,2017,WT1,U1,STPU,45,60
APRIL,2017,WT1,U1,OXCA,1,1
APRIL,2017,WT1,U1,BARE,60,80
APRIL,2017,WT1,T1,CAPR,35,50
APRIL,2017,WT1,T1,HOBR,5,10
APRIL,2017,WT1,T1,RUSA,2,3
APRIL,2017,WT1,T1,JUME,35,50
APRIL,2017,WT1,T1,BARE,25,40
APRIL,2017,WT1,T1,ELMA,1,5
APRIL,2017,WT1,T2,CYER,1,2
APRIL,2017,WT1,T2,JUPA,1,2
APRIL,2017,WT1,T2,JUME,26,30
APRIL,2017,WT1,T2,HOBRBR,2,4
APRIL,2017,WT1,T2,ELMA,1,3
APRIL,2017,WT1,T2,BARE,50,60
APRIL,2017,WT1,T2,JUBU,1,3
APRIL,2017,WT1,T2,CAPR,23,50
APRIL,2017,WT1,U2,HOBRBR,8,11
APRIL,2017,WT1,U2,STPU,22,30
APRIL,2017,WT1,U2,BARE,60,80
APRIL,2017,WT1,U2,JUBU,2,5
APRIL,2017,WT1,U2,POMO,1,4
APRIL,2017,WT1,U2,ASFA,2,4
APRIL,2017,WT1,U2,SYSU,1,2
APRIL,2017,WT1,U2,ZEMU,1,2
APRIL,2017,WT1,U2,CYER,1,1
APRIL,2017,WT1,U2,FEPE,2,3
APRIL,2017,WT1,U2,SPSP,1,3
APRIL,2017,WT1,U2,MEPO,1,1
APRIL,2017,WT1,U2,CEPA,1,1
APRIL,2017,WT1,T3,JUTE,1,3
APRIL,2017,WT1,T3,CYER,28,40
APRIL,2017,WT1,T3,ZEMU,3,20
APRIL,2017,WT1,T3,MEPO,1,1
APRIL,2017,WT1,T3,JUPA,9,13
APRIL,2017,WT1,T3,RUSA,2,6
APRIL,2017,WT1,T3,JUOC,1,2
APRIL,2017,WT1,T3,POMO,3,4
APRIL,2017,WT1,T3,JUBU,1,1
APRIL,2017,WT1,T3,CEPA,1,1
APRIL,2017,WT1,T3,EPBR,1,1
APRIL,2017,WT1,T3,FEPE,1,1
APRIL,2017,WT1,T3,PAIN,1,1
APRIL,2017,WT1,T3,HOBRBR,2,3
APRIL,2017,WT1,T3,BARE,50,75
APRIL,2017,WT1,U3,STPU,30,45
APRIL,2017,WT1,U3,EXCA,1,1
APRIL,2017,WT1,U3,ZEMU,2,10
APRIL,2017,WT1,U3,VELA,3,8
APRIL,2017,WT1,U3,SYSU,1,9
APRIL,2017,WT1,U3,BARE,60,80
APRIL,2017,WT1,U3,HOBRBR,1,2
APRIL,2017,WT1,U3,BRDI,1,1
APRIL,2017,WT1,U3,POMO,2,6
APRIL,2017,WT1,C1,WATER,100,100
APRIL,2017,WT1,C2,WATER,100,100
APRIL,2017,WT1,C3,WATER,100,100
APRIL,2017,WT2,U2,STPU,85,90
APRIL,2017,WT2,U2,VUMY,1,2
APRIL,2017,WT2,U2,FEPE,6,10
APRIL,2017,WT2,U2,BARE,10,10
APRIL,2017,WT2,T1,ELMA,15,25
APRIL,2017,WT2,T1,CYER,3,5
APRIL,2017,WT2,T1,RUSA,1,2
APRIL,2017,WT2,T1,HOBRBR,35,45
APRIL,2017,WT2,T1,ZEMU,5,10
APRIL,2017,WT2,T1,LYHY,1,1
APRIL,2017,WT2,T1,PAIN,1,3
APRIL,2017,WT2,T1,BARE,35,50
APRIL,2017,WT2,T1,JUPA,1,1
APRIL,2017,WT2,T1,THATCH,7,10
APRIL,2017,WT2,U1,STPU,85,90
APRIL,2017,WT2,U1,THATCH,10,30
APRIL,2017,WT2,U1,BARE,10,13
APRIL,2017,WT2,U3,STPU,80,90
APRIL,2017,WT2,U3,MEIN,1,1
APRIL,2017,WT2,U3,BARE,30,50
APRIL,2017,WT2,T2,BOMA,5,10
APRIL,2017,WT2,T2,ELMA,85,90
APRIL,2017,WT2,T2,CYER,1,3
APRIL,2017,WT2,T2,DISP,5,10
APRIL,2017,WT2,T2,WATER,5,5
APRIL,2017,WT2,T3,DISP,25,30
APRIL,2017,WT2,T3,ELMA,75,80
APRIL,2017,WT2,T3,BARE,5,90
APRIL,2017,WT2,C1,WATER,100,100
APRIL,2017,WT2,C2,WATER,100,100
APRIL,2017,WT2,C3,WATER,100,100
APRIL,2017,CS,U1,STPU,25,30
APRIL,2017,CS,U1,MALE,50,60
APRIL,2017,CS,U1,EXCA,7,11
APRIL,2017,CS,U1,LYHY,1,2
APRIL,2017,CS,U1,BARE,20,60
APRIL,2017,CS,U3,HOBRBR,40,65
APRIL,2017,CS,U3,STPU,2,4
APRIL,2017,CS,U3,BARE,60,80
APRIL,2017,CS,U2,HOBRBR,42,45
APRIL,2017,CS,U2,EXCA,7,13
APRIL,2017,CS,U2,MALE,13,20
APRIL,2017,CS,U2,BARE,40,60
APRIL,2017,CS,T3,CAPR,55,90
APRIL,2017,CS,T3,FRSA,8,15
APRIL,2017,CS,T3,DISP,3,10
APRIL,2017,CS,T3,CYER,1,1
APRIL,2017,CS,T3,BARE,30,50
APRIL,2017,CS,T2,DISP,50,65
APRIL,2017,CS,T2,CYER,1,2
APRIL,2017,CS,T2,WATER,30,40
APRIL,2017,CS,T2,BARE,20,20
APRIL,2017,CS,T2,BOMA,1,1
APRIL,2017,CS,T1,CYER,50,70
APRIL,2017,CS,T1,LYAR,1,10
APRIL,2017,CS,T1,POMO,1,20
APRIL,2017,CS,T1,BARE,50,60
APRIL,2017,CS,T1,JUBU,1,10
APRIL,2017,CS,T1,HOBRBR,1,1
APRIL,2017,CS,C1,WATER,100,100
APRIL,2017,CS,C2,WATER,100,100
APRIL,2017,CS,C3,WATER,100,100
APRIL,2017,PH1,U1,STPU,55,95
APRIL,2017,PH1,U1,SIBE,3,6
APRIL,2017,PH1,U1,FEPE,15,40
APRIL,2017,PH1,U1,MALE,1,8
APRIL,2017,PH1,U1,MEPO,1,1
APRIL,2017,PH1,U1,HEEC,1,2
APRIL,2017,PH1,U1,BARE,20,30
APRIL,2017,PH1,U1,VUMY,10,40
APRIL,2017,PH1,U1,LYHY,1,1
APRIL,2017,PH1,U1,HOBRBR,2,3
APRIL,2017,PH1,U1,ELMA,1,1
APRIL,2017,PH1,U1,GEDI,1,1
APRIL,2017,PH1,T1,ELMA,80,100
APRIL,2017,PH1,T1,LYHY,10,30
APRIL,2017,PH1,T1,JUBU,10,15
APRIL,2017,PH1,T1,FEPE,5,25
APRIL,2017,PH1,T1,ERVA,3,10
APRIL,2017,PH1,T1,MALE,2,7
APRIL,2017,PH1,T1,FRSA,3,5
APRIL,2017,PH1,T1,BARE,1,1
APRIL,2017,PH1,T1,POMO,2,5
APRIL,2017,PH1,T1,GEDI,1,3
APRIL,2017,PH1,T1,HEEC,1,1
APRIL,2017,PH1,T1,ZEMU,1,4
APRIL,2017,PH1,U2,STPU,10,15
APRIL,2017,PH1,U2,SIBE,33,40
APRIL,2017,PH1,U2,BRHO,10,40
APRIL,2017,PH1,U2,HOBRBR,25,75
APRIL,2017,PH1,U2,HEEC,1,3
APRIL,2017,PH1,U2,MALE,1,4
APRIL,2017,PH1,U2,EXCA,10,15
APRIL,2017,PH1,U2,RUCR,1,1
APRIL,2017,PH1,U2,THATCH,5,80
APRIL,2017,PH1,U2,BRDI,1,1
APRIL,2017,PH1,U2,VUMY,3,5
APRIL,2017,PH1,U2,FEPE,3,5
APRIL,2017,PH1,U2,GEDI,1,1
APRIL,2017,PH1,U2,SOOL,1,1
APRIL,2017,PH1,T2,JUPA,35,60
APRIL,2017,PH1,T2,ELMA,30,50
APRIL,2017,PH1,T2,ERVA,10,20
APRIL,2017,PH1,T2,LYHY,1,1
APRIL,2017,PH1,T2,GEDI,1,1
APRIL,2017,PH1,T2,BARE,15,40
APRIL,2017,PH1,T3,JUPA,10,25
APRIL,2017,PH1,T3,ELMA,30,90
APRIL,2017,PH1,T3,ERVA,10,15
APRIL,2017,PH1,T3,ZEMU,5,20
APRIL,2017,PH1,T3,LYHY,1,10
APRIL,2017,PH1,T3,FEPE,3,10
APRIL,2017,PH1,T3,BARE,50,90
APRIL,2017,PH1,U3,STPU,70,80
APRIL,2017,PH1,U3,FEPE,10,20
APRIL,2017,PH1,U3,BRDI,3,5
APRIL,2017,PH1,U3,THATCH,20,40
APRIL,2017,PH1,U3,HOBRBR,5,6
APRIL,2017,PH1,U3,BRHO,1,2
APRIL,2017,PH1,U3,GEDI,1,2
APRIL,2017,PH1,U3,ESCA,1,1
APRIL,2017,PH1,C1,ELMA,85,100
APRIL,2017,PH1,C1,BARE,15,80
APRIL,2017,PH1,C2,ELMA,95,100
APRIL,2017,PH1,C2,BARE,5,15
APRIL,2017,PH1,C3,ELMA,80,100
APRIL,2017,PH1,C3,BARE,20,30
MAY,2017,MS,U2,FEPE,2,1
MAY,2017,MS,U2,EPBR,1,1
MAY,2017,MS,U2,HEGR,2,3
MAY,2017,MS,U2,ELGL,4,5
MAY,2017,MS,U2,BRACHDI,1,1
MAY,2017,MS,U2,SYSU,1,3
MAY,2017,MS,U2,BARE,93,100
MAY,2017,MS,U3,LYHY,1,2
MAY,2017,MS,U3,STPU,3,3
MAY,2017,MS,U3,FEPE,1,1
MAY,2017,MS,U3,BARE,96,100
MAY,2017,MS,U1,SOOL,1,1
MAY,2017,MS,U1,OXCA,8,9
MAY,2017,MS,U1,STPU,23,7
MAY,2017,MS,U1,FEPE,3,13
MAY,2017,MS,U1,BARE,70,100
MAY,2017,MS,T3,MEIN,2,24
MAY,2017,MS,T3,LYHY,1,2
MAY,2017,MS,T3,DISP,7,8
MAY,2017,MS,T3,ELMA,7,8
MAY,2017,MS,T3,JUPA,7,8
MAY,2017,MS,T3,CEPA,1,1
MAY,2017,MS,T3,CRSC,1,1
MAY,2017,MS,T3,BARE,77,100
MAY,2017,MS,T1,CRSC,1,21
MAY,2017,MS,T1,LYHY,1,3
MAY,2017,MS,T1,BOMA,10,29
MAY,2017,MS,T1,ELMA,70,100
MAY,2017,MS,T1,POMO,1,1
MAY,2017,MS,T1,BARE,20,100
MAY,2017,MS,T2,LYHY,3,22
MAY,2017,MS,T2,FEPE,5,9
MAY,2017,MS,T2,RUCR,5,9
MAY,2017,MS,T2,CYER,1,2
MAY,2017,MS,T2,CEPA,2,4
MAY,2017,MS,T2,BARE,90,100
MAY,2017,MS,C1,WATER,100,100
MAY,2017,MS,C2,WATER,100,100
MAY,2017,MS,C3,WATER,100,100
MAY,2017,TP,C1,JUPH,90,100
MAY,2017,TP,C1,ELMA,10,100
MAY,2017,TP,T1,POMO,10,63
MAY,2017,TP,T1,CYER,35,59
MAY,2017,TP,T1,HOBR,10,89
MAY,2017,TP,T1,RUSA,3,5
MAY,2017,TP,T1,JUBU,1,4
MAY,2017,TP,T1,DISP,7,10
MAY,2017,TP,T1,ZEMU,2,10
MAY,2017,TP,T1,LYHY,2,20
MAY,2017,TP,T1,SYSU,4,13
MAY,2017,TP,T1,POAVDE,1,10
MAY,2017,TP,T1,ELMA,4,10
MAY,2017,TP,T1,BARE,55,90
MAY,2017,TP,C3,ELMA,70,100
MAY,2017,TP,C3,WATER,30,100
MAY,2017,TP,C2,ELMA,50,100
MAY,2017,TP,C2,WATER,50,100
MAY,2017,TP,T2,JUBU,50,94
MAY,2017,TP,T2,CYER,8,21
MAY,2017,TP,T2,POMO,10,72
MAY,2017,TP,T2,EPBP,4,33
MAY,2017,TP,T2,ZEMU,8,94
MAY,2017,TP,T2,JUPA,3,5
MAY,2017,TP,T2,HOBR,3,7
MAY,2017,TP,T2,SIBE,1,2
MAY,2017,TP,T2,RUSA,3,5
MAY,2017,TP,T2,FEPE,1,2
MAY,2017,TP,T2,LYHY,1,4
MAY,2017,TP,T2,BARE,12,100
MAY,2017,TP,T3,POMO,10,100
MAY,2017,TP,T3,SIBE,1,1
MAY,2017,TP,T3,RUSA,2,3
MAY,2017,TP,T3,HOBR,15,93
MAY,2017,TP,T3,JUBU,35,100
MAY,2017,TP,T3,CYER,45,69
MAY,2017,TP,T3,SYSU,1,5
MAY,2017,TP,T3,JUPA,4,7
MAY,2017,TP,T3,POIN,1,21
MAY,2017,TP,T3,LYHY,1,2
MAY,2017,TP,T3,BARE,15,100
MAY,2017,TP,U3,JUBU,15,100
MAY,2017,TP,U3,HOBR,35,74
MAY,2017,TP,U3,MELU,1,1
MAY,2017,TP,U3,POMO,8,48
MAY,2017,TP,U3,COFI,1,2
MAY,2017,TP,U3,ZEMU,2,4
MAY,2017,TP,U3,SIBE,2,9
MAY,2017,TP,U3,EPBR,2,4
MAY,2017,TP,U3,FEMY,1,12
MAY,2017,TP,U3,STPU,1,1
MAY,2017,TP,U3,SYSU,1,3
MAY,2017,TP,U3,FEPE,1,1
MAY,2017,TP,U3,BARE,40,100
MAY,2017,TP,U2,EPBR,10,90
MAY,2017,TP,U2,ZEMU,10,83
MAY,2017,TP,U2,STPU,60,100
MAY,2017,TP,U2,FEPE,3,26
MAY,2017,TP,U2,ASFA,2,3
MAY,2017,TP,U2,SOOL,1,4
MAY,2017,TP,U2,BARE,25,100
MAY,2017,TP,U1,STPU,20,90
MAY,2017,TP,U1,POMO,3,42
MAY,2017,TP,U1,FEPE,3,20
MAY,2017,TP,U1,ELGL,3,6
MAY,2017,TP,U1,LUSU,10,30
MAY,2017,TP,U1,SIBE,25,75
MAY,2017,TP,U1,EPBR,7,33
MAY,2017,TP,U1,ASFA,1,1
MAY,2017,TP,U1,PSLUAL,1,2
MAY,2017,TP,U1,HOBR,1,1
MAY,2017,TP,U1,BARE,55,90
MAY,2017,RT,U3,STPU,30,75
MAY,2017,RT,U3,POMO,2,11
MAY,2017,RT,U3,BRDI,3,6
MAY,2017,RT,U3,VISA,3,4
MAY,2017,RT,U3,BARE,65,100
MAY,2017,RT,U2,POMO,5,6
MAY,2017,RT,U2,FEPE,5,23
MAY,2017,RT,U2,SIBE,5,5
MAY,2017,RT,U2,EPCA,15,50
MAY,2017,RT,U2,STPU,15,48
MAY,2017,RT,U2,BARE,65,100
MAY,2017,RT,T2,POMO,3,12
MAY,2017,RT,T2,RUSA,5,15
MAY,2017,RT,T2,LYHY,4,12
MAY,2017,RT,T2,JUPA,5,15
MAY,2017,RT,T2,ASFA,1,1
MAY,2017,RT,T2,JUBU,10,35
MAY,2017,RT,T2,ALSA,60,100
MAY,2017,RT,T2,CEPA,1,1
MAY,2017,RT,T2,PSBR,1,2
MAY,2017,RT,T2,ELMA,5,15
MAY,2017,RT,T2,BARE,20,85
MAY,2017,RT,T2,BOMA,5,5
MAY,2017,RT,C2,JUPH,80,100
MAY,2017,RT,C2,ELMA,10,100
MAY,2017,RT,C2,BARE,10,100
MAY,2017,RT,C3,JUPH,60,100
MAY,2017,RT,C3,ELMA,25,100
MAY,2017,RT,C3,BARE,15,100
MAY,2017,RT,T3,JUBU,15,48
MAY,2017,RT,T3,POMO,5,15
MAY,2017,RT,T3,HOBR,10,46
MAY,2017,RT,T3,ALSA,20,78
MAY,2017,RT,T3,PHLE,5,7
MAY,2017,RT,T3,SYSU,2,2
MAY,2017,RT,T3,RUSA,1,2
MAY,2017,RT,T3,DISP,60,100
MAY,2017,RT,T3,ELMA,5,5
MAY,2017,RT,T3,BARE,5,85
MAY,2017,RT,C1,JUPH,55,100
MAY,2017,RT,C1,ELMA,10,100
MAY,2017,RT,C1,BARE,35,100
MAY,2017,RT,T1,POMO,20,100
MAY,2017,RT,T1,DISP,15,45
MAY,2017,RT,T1,JUBU,7,56
MAY,2017,RT,T1,RUSA,4,35
MAY,2017,RT,T1,ALSA,3,22
MAY,2017,RT,T1,HOBR,5,5
MAY,2017,RT,T1,LYHY,1,1
MAY,2017,RT,T1,SYSU,1,4
MAY,2017,RT,T1,BARE,60,100
MAY,2017,WT2,U2,STPU,86,100
MAY,2017,WT2,U2,FEPE,1,2
MAY,2017,WT2,U2,BARE,14,16
MAY,2017,WT2,U1,DEFA,1,2
MAY,2017,WT2,U1,STPU,70,95
MAY,2017,WT2,U1,POMO,1,3
MAY,2017,WT2,U1,BARE,32,35
MAY,2017,WT2,U1,THATCH,2,10
MAY,2017,WT2,T1,HOBR,25,40
MAY,2017,WT2,T1,CYER,5,15
MAY,2017,WT2,T1,POMO,2,4
MAY,2017,WT2,T1,JUOC,1,1
MAY,2017,WT2,T1,ZEMU,7,15
MAY,2017,WT2,T1,ELMA,30,35
MAY,2017,WT2,T1,RUSA,2,6
MAY,2017,WT2,T1,CEPA,1,1
MAY,2017,WT2,T1,JUBU,1,5
MAY,2017,WT2,T1,SOOL,1,1
MAY,2017,WT2,T1,SPSP,1,2
MAY,2017,WT2,T1,BARE,25,40
MAY,2017,WT2,T1,THATCH,3,10
MAY,2017,WT2,T3,ELMA,50,75
MAY,2017,WT2,T3,DISP,50,75
MAY,2017,WT2,T3,PHLE,1,4
MAY,2017,WT2,T3,POIN,1,1
MAY,2017,WT2,T3,FEPE,1,1
MAY,2017,WT2,T2,BOMA,20,40
MAY,2017,WT2,T2,ELMA,60,90
MAY,2017,WT2,T2,DISP,15,50
MAY,2017,WT2,T2,BARE,5,80
MAY,2017,WT2,U3,STPU,75,100
MAY,2017,WT2,U3,FEPE,2,4
MAY,2017,WT2,U3,MEPO,1,3
MAY,2017,WT2,U3,LYAR,1,1
MAY,2017,WT2,U3,POMO,1,1
MAY,2017,WT2,U3,BARE,25,50
MAY,2017,WT1,U1,LASE,1,1
MAY,2017,WT1,U1,POMO,2,4
MAY,2017,WT1,U1,FEPE,1,1
MAY,2017,WT1,U1,STPU,50,95
MAY,2017,WT1,U1,BARE,50,75
MAY,2017,WT1,U1,OXCA,1,1
MAY,2017,WT1,T1,CAPR,45,60
MAY,2017,WT1,T1,JUME,45,60
MAY,2017,WT1,T1,HOBR,2,5
MAY,2017,WT1,T1,ALTR,1,1
MAY,2017,WT1,T1,BARE,10,30
MAY,2017,WT1,C1,ELMA,60,100
MAY,2017,WT1,C1,ALTR,2,2
MAY,2017,WT1,C1,BARE,40,100
MAY,2017,WT1,C2,JUPH,65,80
MAY,2017,WT1,C2,CRSC,1,3
MAY,2017,WT1,C2,BARE,35,45
MAY,2017,WT1,C3,ELMA,55,90
MAY,2017,WT1,C3,BARE,45,80
MAY,2017,WT1,T2,HOBR,8,25
MAY,2017,WT1,T2,JUME,25,40
MAY,2017,WT1,T2,JUPA,1,2
MAY,2017,WT1,T2,CAPR,20,40
MAY,2017,WT1,T2,CEPA,1,4
MAY,2017,WT1,T2,SYSU,1,3
MAY,2017,WT1,T2,JUBU,1,2
MAY,2017,WT1,T2,ZEMU,1,2
MAY,2017,WT1,T2,POMO,1,1
MAY,2017,WT1,T2,CYER,1,4
MAY,2017,WT1,T2,BARE,40,50
MAY,2017,WT1,T2,LYHY,1,2
MAY,2017,WT1,T2,POAVDE,1,1
MAY,2017,WT1,T2,CRSE,1,1
MAY,2017,WT1,U2,STPU,30,40
MAY,2017,WT1,U2,ASFA,3,5
MAY,2017,WT1,U2,CYER,1,1
MAY,2017,WT1,U2,HOBR,7,10
MAY,2017,WT1,U2,SYSU,1,3
MAY,2017,WT1,U2,ZEMU,1,1
MAY,2017,WT1,U2,PAIN,1,2
MAY,2017,WT1,U2,POMO,2,5
MAY,2017,WT1,U2,POIN,2,5
MAY,2017,WT1,U2,CEPA,1,4
MAY,2017,WT1,U2,LYHY,1,1
MAY,2017,WT1,U2,BARE,50,70
MAY,2017,WT1,T3,JUOC,2,4
MAY,2017,WT1,T3,JUTE,6,10
MAY,2017,WT1,T3,ALTR,2,4
MAY,2017,WT1,T3,CEPA,1,3
MAY,2017,WT1,T3,CYER,28,40
MAY,2017,WT1,T3,ELMA,8,15
MAY,2017,WT1,T3,ZEMU,4,6
MAY,2017,WT1,T3,POMO,1,3
MAY,2017,WT1,T3,PAIN,1,1
MAY,2017,WT1,T3,BARE,50,55
MAY,2017,WT1,T3,STPU,1,1
MAY,2017,WT1,T3,LYHY,1,1
MAY,2017,WT1,T3,EUSE,1,2
MAY,2017,WT1,U3,STPU,15,25
MAY,2017,WT1,U3,ZEMU,1,10
MAY,2017,WT1,U3,VELA,1,6
MAY,2017,WT1,U3,POMO,1,4
MAY,2017,WT1,U3,LACO,1,3
MAY,2017,WT1,U3,SYSU,1,1
MAY,2017,WT1,U3,HOBR,5,10
MAY,2017,WT1,U3,PAIN,1,1
MAY,2017,WT1,U3,EXCA,1,1
MAY,2017,WT1,U3,BARE,75,85
MAY,2017,RT,U1,STPU,20,30
MAY,2017,RT,U1,VUMY,7,40
MAY,2017,RT,U1,EPBR,1,4
MAY,2017,RT,U1,SYSU,2,4
MAY,2017,RT,U1,POMO,1,2
MAY,2017,RT,U1,BARE,70,80
MAY,2017,CS,U2,HOBR,35,80
MAY,2017,CS,U2,MALE,20,60
MAY,2017,CS,U2,EXCA,8,12
MAY,2017,CS,U2,BARE,40,60
MAY,2017,CS,U3,HOBR,40,90
MAY,2017,CS,U3,STPU,2,3
MAY,2017,CS,U3,BARE,60,90
MAY,2017,CS,U1,STPU,20,80
MAY,2017,CS,U1,ZEMU,1,2
MAY,2017,CS,U1,EXCA,12,15
MAY,2017,CS,U1,MALE,35,80
MAY,2017,CS,U1,LYHY,1,3
MAY,2017,CS,U1,POIN,1,3
MAY,2017,CS,U1,POMO ,1,4
MAY,2017,CS,U1,BARE,25,40
MAY,2017,CS,U1,HOBR,4,8
MAY,2017,CS,T1,POMO ,4,8
MAY,2017,CS,T1,CYER,50,90
MAY,2017,CS,T1,HOBR,1,1
MAY,2017,CS,T1,SYSU,1,2
MAY,2017,CS,T1,EUSE,1,1
MAY,2017,CS,T1,LYHY,2,8
MAY,2017,CS,T1,BARE,50,100
MAY,2017,CS,T3,CAPR,50,65
MAY,2017,CS,T3,FRSA,12,15
MAY,2017,CS,T3,POMO,1,1
MAY,2017,CS,T3,CYER,2,2
MAY,2017,CS,T3,POIN,3,4
MAY,2017,CS,T3,DISP,3,5
MAY,2017,CS,T3,BARE,30,40
MAY,2017,CS,T2,BOMA,2,4
MAY,2017,CS,T2,CYER,3,5
MAY,2017,CS,T2,DISP,60,80
MAY,2017,CS,T2,ELMA,1,5
MAY,2017,CS,T2,POIN,1,1
MAY,2017,CS,T2,MALE,1,3
MAY,2017,CS,T2,BARE,35,60
MAY,2017,CS,C1,CYER,10,20
MAY,2017,CS,C1,ELMA,30,100
MAY,2017,CS,C1,BOMA,1,1
MAY,2017,CS,C1,BARE,60,100
MAY,2017,CS,C1,SYSU,1,2
MAY,2017,CS,C1,LYHY,1,1
MAY,2017,CS,C2,ELMA,98,100
MAY,2017,CS,C2,BARE,2,4
MAY,2017,CS,C3,JUME,35,90
MAY,2017,CS,C3,BOMA,3,4
MAY,2017,CS,C3,ELMA,10,30
MAY,2017,CS,C3,BARE,55,90
MAY,2017,PH1,U1,MALE,2,7
MAY,2017,PH1,U1,STPU,55,100
MAY,2017,PH1,U1,FEPE,4,70
MAY,2017,PH1,U1,SIBE,4,5
MAY,2017,PH1,U1,HOBR,2,4
MAY,2017,PH1,U1,BARE,35,60
MAY,2017,PH1,T1,POMO,5,21
MAY,2017,PH1,T1,ERVA,25,40
MAY,2017,PH1,T1,FEPE,2,16
MAY,2017,PH1,T1,ELMA,75,100
MAY,2017,PH1,T1,LYHY,1,5
MAY,2017,PH1,T1,FRSA,6,8
MAY,2017,PH1,T1,MALE,3,12
MAY,2017,PH1,T1,ZEMU,1,2
MAY,2017,PH1,C1,ELMA,95,100
MAY,2017,PH1,C1,BARE,5,7
MAY,2017,PH1,C2,ELMA,95,100
MAY,2017,PH1,C2,ERVA,3,5
MAY,2017,PH1,C2,MALE,1,1
MAY,2017,PH1,C2,BARE,3,10
MAY,2017,PH1,C3,ELMA,90,100
MAY,2017,PH1,C3,BARE,10,25
MAY,2017,PH1,T3,ELMA,40,100
MAY,2017,PH1,T3,JUPA,6,15
MAY,2017,PH1,T3,FEPE,4,35
MAY,2017,PH1,T3,POMO,2,10
MAY,2017,PH1,T3,ERVA,35,85
MAY,2017,PH1,T3,ZEMU,3,10
MAY,2017,PH1,T3,BARE,15,30
MAY,2017,PH1,U3,BRHO,1,1
MAY,2017,PH1,U3,BRDI,2,5
MAY,2017,PH1,U3,FEPE,1,8
MAY,2017,PH1,U3,STPU,65,100
MAY,2017,PH1,U3,HOBR,1,1
MAY,2017,PH1,U3,THATCH,30,100
MAY,2017,PH1,U2,STPU,10,40
MAY,2017,PH1,U2,HOBR,50,90
MAY,2017,PH1,U2,FEPE,1,10
MAY,2017,PH1,U2,HEEC,2,3
MAY,2017,PH1,U2,SIBE,20,36
MAY,2017,PH1,U2,MALE,5,12
MAY,2017,PH1,U2,POMO,1,7
MAY,2017,PH1,U2,BARE,5,50
MAY,2017,PH1,U2,THATCH,5,50
MAY,2017,PH1,U2,BRHO,1,6
MAY,2017,PH1,U2,ASFA,1,2
MAY,2017,PH1,U2,PAIN,1,1
MAY,2017,PH1,U2,GEDI,1,1
MAY,2017,PH1,T2,JUPA,38,70
MAY,2017,PH1,T2,ELMA,25,30
MAY,2017,PH1,T2,ERVA,40,60
MAY,2017,PH1,T2,POMO,1,1
MAY,2017,PH1,T2,MALE,1,2
MAY,2017,PH1,T2,BARE,5,20
JUNE,2017,TP,C2,JUPH,90,100
JUNE,2017,TP,C2,BARE,10,100
JUNE,2017,TP,C2,ELMA,60,100
JUNE,2017,TP,C2,BARE,40,100
JUNE,2017,TP,C3,ELMA,75,100
JUNE,2017,TP,C3,DISP,3,8
JUNE,2017,TP,C3,BARE,25,100
JUNE,2017,TP,T3,CYER,35,45
JUNE,2017,TP,T3,HOBR,11,40
JUNE,2017,TP,T3,POMO,1,16
JUNE,2017,TP,T3,JUBU,30,50
JUNE,2017,TP,T3,JUPA,4,8
JUNE,2017,TP,T3,RUSA,1,1
JUNE,2017,TP,T3,BARE,20,40
JUNE,2017,TP,U3,JUBU,5,19
JUNE,2017,TP,U3,HOBR,25,30
JUNE,2017,TP,U3,EPBR,1,3
JUNE,2017,TP,U3,SIBE,1,6
JUNE,2017,TP,U3,ZEMU,1,2
JUNE,2017,TP,U3,BARE,70,90
JUNE,2017,TP,U3,POMO,1,2
JUNE,2017,TP,U2,EPBR,5,41
JUNE,2017,TP,U2,ZEMU,6,27
JUNE,2017,TP,U2,ASFA,2,6
JUNE,2017,TP,U2,STPU,45,80
JUNE,2017,TP,U2,SIBE,2,2
JUNE,2017,TP,U2,ERCA,1,2
JUNE,2017,TP,U2,BARE,40,75
JUNE,2017,TP,U2,LACO,1,1
JUNE,2017,TP,T2,CYER,5,22
JUNE,2017,TP,T2,JUBU,60,75
JUNE,2017,TP,T2,EPBR,1,11
JUNE,2017,TP,T2,ZEMU,3,17
JUNE,2017,TP,T2,JUPA,2,5
JUNE,2017,TP,T2,RUSA,1,2
JUNE,2017,TP,T2,POMO,1,3
JUNE,2017,TP,T2,BARE,30,45
JUNE,2017,TP,T1,CYER,25,50
